Mariana Moura,8.9,9.4,7.6
Camila Souza,7.4,5.0,9.2
Ana Almeida,7.4,7.1,6.4
Joao Ferreira,7.6,5.3,7.8
Felipe Carvalho,5.1,8.2,7.5
Sofia Pereira,9.9,9.1,7.7
Guilherme Pereira,10.0,8.0,6.5
Ricardo Oliveira,6.1,5.6,5.9
Aline Almeida,8.6,9.9,6.3
Rafael Carvalho,7.3,7.6,9.2
Joao Almeida,9.8,9.1,6.1
Guilherme Martins,6.6,9.0,7.4
Carlos Lima,9.8,8.4,5.8
Ricardo Lima,5.0,7.4,5.8
Rafael Ferreira,8.7,9.0,9.3
Rafael Rodrigues,9.9,8.8,6.2
Ana Martins,9.3,5.2,9.9
Rafael Oliveira,5.4,7.4,7.5
Ana Ferreira,9.2,8.9,5.8
Ana Moura,5.6,8.9,9.3
Camila Lima,5.9,6.5,7.3
Pedro Costa,7.8,8.5,5.0
Felipe Oliveira,8.3,9.3,8.1
Maria Souza,7.9,6.8,9.6
Joao Moura,9.6,7.4,7.2
Juliana Ribeiro,9.3,9.9,7.0
Maria Moura,7.9,8.5,8.8
Juliana Martins,9.5,5.7,9.2
Rafael Silva,6.7,7.1,9.0
Carlos Pereira,5.6,9.1,7.4
Ana Souza,8.8,5.3,9.1
Sofia Oliveira,8.4,6.0,6.9
Pedro Gomes,9.7,7.2,8.6
Mariana Pereira,8.4,8.0,5.3
Joao Martins,5.5,5.2,6.5
Joao Oliveira,5.7,6.7,9.0
Ricardo Rodrigues,5.7,6.2,9.6
Carlos Martins,8.1,6.8,7.5
Lucas Moura,8.0,5.4,5.6
Maria Oliveira,9.4,6.9,6.2
Maria Lima,5.0,5.3,6.2
Rafael Pereira,6.2,5.6,5.2
Sofia Moura,7.0,5.9,5.9
Carlos Ribeiro,7.2,8.9,6.8
Lucas Nascimento,5.1,9.6,7.4
Guilherme Rodrigues,6.7,6.7,9.4
Mariana Silva,8.2,5.5,8.4
Ricardo Nascimento,5.9,6.9,8.9
Aline Lima,10.0,7.6,6.0
Ana Santos,5.1,7.5,9.7
Isabela Carvalho,6.5,7.2,6.8
Pedro Lima,8.9,5.4,9.0
Camila Costa,5.8,9.9,7.7
Pedro Martins,9.2,8.1,7.1
Joao Santos,6.5,7.5,5.9
Mariana Martins,7.8,6.4,5.7
Felipe Rodrigues,5.3,6.2,9.0
Mariana Ribeiro,9.1,8.2,7.9
Juliana Oliveira,9.9,5.8,7.6
Lucas Rodrigues,7.4,8.5,9.6
Mariana Lima,9.2,5.8,5.2
Felipe Silva,8.5,9.3,9.0
Ana Silva,7.6,8.1,6.4
Ana Gomes,9.8,7.4,7.9
Pedro Silva,7.9,6.6,5.9
Maria Costa,8.4,6.7,9.7
Lucas Costa,6.4,8.4,6.4
Sofia Souza,7.5,8.8,5.8
Ricardo Silva,6.6,8.0,7.9
Guilherme Lima,6.4,9.8,9.5
Ricardo Costa,5.7,5.5,6.1
Mariana Carvalho,7.3,5.4,9.9
Maria Rodrigues,5.6,8.2,9.5
Juliana Moura,8.7,6.4,5.1
Rafael Ribeiro,6.5,8.4,6.7
Isabela Almeida,5.1,8.9,8.1
Aline Oliveira,9.1,6.8,6.0
Isabela Silva,7.9,8.9,9.6
Carlos Souza,7.4,6.6,8.1
Ricardo Gomes,7.1,6.7,7.3
Mariana Oliveira,7.2,6.3,9.9
Juliana Nascimento,9.2,8.8,6.9
Juliana Ferreira,7.1,9.2,5.2
Felipe Lima,5.4,5.4,8.4
Ricardo Santos,9.3,6.9,8.2
Lucas Lima,8.8,8.8,9.8
Sofia Gomes,7.9,6.3,7.7
Ricardo Ribeiro,8.1,5.2,7.1
Sofia Ferreira,5.9,5.3,6.9
Lucas Silva,6.2,9.6,9.4
Pedro Almeida,8.8,8.7,9.8
Camila Ribeiro,8.8,7.9,9.8
Lucas Pereira,6.2,5.6,5.3
Pedro Ferreira,9.9,8.9,7.4
Ricardo Ferreira,7.2,7.4,10.0
Lucas Souza,5.1,9.3,6.4
Sofia Nascimento,9.8,6.0,9.0
Rafael Lima,5.2,9.3,6.7
Pedro Moura,7.0,6.2,7.7
Camila Silva,8.4,8.4,9.7
Carlos Nascimento,7.2,6.9,8.3
Maria Nascimento,6.3,6.9,8.0
Joao Carvalho,9.0,9.2,5.5
Aline Ribeiro,9.4,5.6,6.7
Carlos Santos,8.6,6.4,5.3
Sofia Costa,7.9,5.9,5.5
Carlos Silva,6.8,5.8,7.2
Isabela Oliveira,8.1,8.0,7.9
Mariana Almeida,6.0,9.7,9.3
Aline Pereira,8.2,9.5,8.4
Isabela Souza,8.7,6.9,9.9
Felipe Martins,6.3,6.3,9.7
Aline Costa,6.2,9.8,8.1
Camila Nascimento,5.6,6.4,6.0
Ricardo Almeida,7.4,8.0,7.5
Carlos Gomes,9.8,5.2,8.4
Camila Carvalho,8.7,7.2,7.4
Ana Lima,6.5,7.2,6.6
Carlos Oliveira,9.2,8.2,9.7
Aline Moura,7.5,8.1,7.5
Juliana Costa,6.6,5.8,7.6
Joao Rodrigues,9.6,6.2,9.0
Felipe Ferreira,7.1,9.8,9.0
Ricardo Carvalho,9.4,5.7,7.6
Maria Silva,5.1,8.4,8.4
Lucas Ferreira,9.7,7.7,5.8
Pedro Souza,5.7,7.5,9.6
Rafael Santos,5.7,7.5,8.5
