Joao Ribeiro,5.5,5.0,6.5
Aline Ferreira,8.1,7.1,8.6
Carlos Nascimento,9.8,5.5,6.3
Felipe Lima,8.2,9.1,7.4
Lucas Nascimento,8.1,9.4,6.3
Lucas Costa,8.5,6.9,7.3
Carlos Silva,5.4,5.7,5.2
Mariana Lima,8.9,8.1,5.7
Aline Rodrigues,8.5,8.7,5.7
Pedro Moura,9.1,5.2,7.6
Ana Souza,5.8,9.8,6.7
Maria Moura,6.1,7.8,9.0
Ana Ferreira,8.6,6.8,7.1
Ricardo Lima,7.5,5.7,6.8
Camila Gomes,6.7,6.0,6.4
Pedro Rodrigues,8.7,9.3,8.5
Camila Rodrigues,10.0,7.7,8.8
Felipe Rodrigues,8.2,9.3,7.8
Camila Ribeiro,6.5,6.5,9.9
Rafael Santos,6.1,8.7,7.9
Ricardo Ribeiro,8.3,7.5,7.4
Pedro Carvalho,6.2,6.8,9.9
Ana Moura,6.0,7.7,5.8
Ana Carvalho,8.0,7.3,5.6
Lucas Ferreira,7.1,8.7,6.2
Camila Souza,8.4,5.8,5.3
Juliana Pereira,6.3,7.9,7.9
Joao Costa,5.0,9.0,6.9
Ricardo Moura,6.4,6.7,6.5
Felipe Costa,9.4,7.4,6.3
Juliana Souza,8.7,5.4,9.5
Joao Almeida,9.3,7.7,8.9
Isabela Ribeiro,6.5,6.1,5.4
Aline Souza,7.8,9.0,8.8
Camila Santos,8.3,5.4,8.6
Lucas Ribeiro,9.1,6.8,6.7
Ana Nascimento,8.6,8.0,9.6
Felipe Silva,5.8,5.5,8.3
Maria Santos,6.8,7.5,5.3
Lucas Souza,7.9,5.9,5.1
Juliana Gomes,7.7,8.3,9.7
Pedro Ribeiro,6.3,8.1,6.1
Ana Ribeiro,10.0,5.0,6.5
Carlos Carvalho,8.4,8.8,7.1
Juliana Lima,7.8,6.9,7.7
Joao Ferreira,5.5,9.4,7.7
Aline Moura,5.6,8.8,6.6
Carlos Gomes,7.2,9.0,7.3
Mariana Souza,5.0,5.5,8.7
Rafael Lima,8.5,9.2,6.5
Guilherme Gomes,9.0,6.9,5.7
Carlos Costa,9.8,6.0,6.3
Ricardo Oliveira,8.9,9.9,6.6
Aline Ribeiro,9.5,6.0,7.0
Joao Santos,8.6,8.0,9.9
Aline Santos,5.5,9.1,9.2
Pedro Costa,5.6,7.5,5.7
Guilherme Almeida,6.8,6.3,7.9
Ricardo Pereira,5.4,9.1,8.6
Ricardo Costa,5.5,5.1,9.5
Rafael Gomes,7.3,6.5,6.2
Maria Gomes,9.1,8.4,9.1
Pedro Souza,6.3,8.3,6.4
Juliana Rodrigues,6.8,10.0,7.4
Ricardo Silva,5.0,6.3,7.7
Guilherme Lima,6.5,9.4,9.5
Sofia Almeida,8.1,9.6,7.3
Felipe Ribeiro,7.5,8.0,7.9
Lucas Gomes,7.1,9.8,8.1
Sofia Nascimento,6.9,7.6,9.1
Camila Pereira,9.3,8.6,9.4
Mariana Ferreira,8.2,7.6,8.2
Camila Silva,7.7,9.7,6.3
Sofia Lima,6.2,5.6,6.9
Ricardo Gomes,6.4,9.7,5.7
Lucas Silva,7.9,8.2,7.6
Guilherme Ferreira,8.9,7.0,7.9
Isabela Oliveira,6.1,6.1,8.7
Sofia Rodrigues,7.8,7.2,8.5
Guilherme Ribeiro,8.6,9.7,5.5
Sofia Santos,5.3,6.3,8.2
Mariana Rodrigues,5.4,8.1,6.4
Ricardo Santos,9.8,9.1,8.7
Camila Ferreira,5.3,6.8,8.8
Guilherme Carvalho,9.5,7.2,5.3
Maria Ribeiro,5.6,8.1,6.8
Pedro Ferreira,8.2,6.1,9.7
Sofia Gomes,6.7,9.5,9.0
Aline Pereira,8.4,6.7,8.5
Felipe Pereira,8.7,5.4,6.9
Mariana Costa,9.7,8.0,7.8
Mariana Gomes,9.8,6.4,7.5
Juliana Santos,9.5,5.8,5.7
Lucas Almeida,7.0,6.4,8.2
Ana Santos,5.4,9.9,6.5
Carlos Ferreira,8.4,7.7,7.4
Isabela Souza,7.3,6.4,5.6
Carlos Souza,9.8,7.5,7.7
Guilherme Silva,6.1,9.2,9.2
Felipe Santos,7.1,6.7,5.3
Aline Costa,7.6,6.4,5.3
Mariana Santos,9.3,7.5,5.7
Aline Gomes,7.9,7.7,5.3
Maria Rodrigues,6.5,7.5,8.6
Joao Martins,9.7,5.3,8.8
Isabela Nascimento,7.5,6.7,8.2
Aline Nascimento,8.8,5.8,9.1
Lucas Moura,7.7,8.3,5.8
Rafael Martins,5.4,8.6,8.3
Sofia Souza,8.0,7.3,8.5
Felipe Gomes,5.5,5.2,6.7
Ana Martins,8.6,5.5,8.3
Felipe Martins,7.5,5.6,6.0
Camila Lima,5.7,8.9,7.1
Pedro Silva,5.9,9.9,10.0
Rafael Pereira,5.5,6.1,5.3
Juliana Carvalho,6.5,6.5,8.3
Lucas Martins,6.6,9.4,5.7
Mariana Ribeiro,6.0,7.0,8.0
Guilherme Martins,8.3,8.9,7.3
Camila Martins,5.3,5.8,6.2
Carlos Ribeiro,9.1,6.7,7.3
Carlos Martins,7.6,7.9,8.8
Ricardo Souza,7.0,8.9,5.8
Rafael Silva,9.2,7.3,5.5
Aline Carvalho,10.0,7.8,6.1
Joao Lima,8.9,9.0,5.0
Pedro Pereira,5.1,8.8,7.0
Ana Oliveira,5.0,6.4,8.9
Pedro Lima,5.8,8.5,8.7
Sofia Pereira,8.6,9.3,9.0
Pedro Martins,6.0,7.9,9.9
Juliana Oliveira,7.9,9.6,6.1
Guilherme Rodrigues,9.3,8.4,6.8
Ana Lima,9.1,6.5,5.1
Maria Martins,9.3,8.7,9.1
Sofia Ribeiro,6.8,9.0,8.6
Joao Moura,8.4,8.1,9.0
Guilherme Costa,5.5,8.1,9.2
Felipe Almeida,6.0,8.5,8.1
Camila Almeida,5.8,8.7,7.0
Ricardo Rodrigues,9.3,6.4,8.3
Maria Carvalho,8.2,8.9,7.1
Guilherme Souza,7.3,9.0,7.4
Felipe Moura,5.5,7.2,8.2
Lucas Rodrigues,8.8,9.5,7.2
Mariana Moura,6.3,5.1,6.9
Sofia Martins,6.1,7.2,8.7
Ricardo Carvalho,7.7,7.5,10.0
Guilherme Pereira,7.8,9.3,5.8
Maria Ferreira,6.3,9.3,9.3
Rafael Ribeiro,8.8,8.7,7.6
Mariana Almeida,6.4,6.6,8.0
Maria Nascimento,8.5,5.1,7.6
Carlos Lima,8.1,7.1,7.7
Ana Almeida,5.8,6.0,6.6
Carlos Santos,8.5,5.3,6.5
Joao Rodrigues,6.3,8.1,5.7
Joao Oliveira,6.6,6.1,7.1
Rafael Nascimento,8.8,9.5,9.5
Ricardo Ferreira,5.7,5.9,8.3
Juliana Nascimento,7.7,9.3,6.6
Isabela Santos,7.0,9.2,8.2
Carlos Rodrigues,7.1,6.5,9.3
Ricardo Nascimento,8.3,8.6,9.3
Felipe Oliveira,6.3,8.9,9.1
Joao Souza,5.6,7.4,8.4
Aline Almeida,6.2,8.3,8.1
Ana Gomes,5.7,9.0,6.4
Sofia Silva,8.0,8.4,5.9
