Lucas Lima,7.6,9.4,7.9
Ricardo Moura,9.1,7.0,7.7
Aline Silva,9.8,8.3,7.8
Lucas Martins,5.3,5.2,7.6
Ricardo Nascimento,6.9,5.7,7.6
Joao Moura,5.6,9.9,5.9
Mariana Lima,9.4,6.1,6.5
Sofia Rodrigues,9.9,5.9,7.4
Camila Nascimento,6.8,6.8,5.8
Ricardo Lima,9.1,7.3,9.3
Mariana Moura,8.9,6.9,5.6
Joao Ribeiro,6.2,6.0,7.7
Camila Carvalho,8.1,7.5,9.0
Joao Gomes,8.2,8.2,8.6
Camila Ferreira,8.2,9.4,8.1
Ana Ribeiro,8.4,8.7,7.6
Joao Gomes,8.1,6.0,6.1
Guilherme Ribeiro,9.9,7.4,6.9
Ricardo Silva,8.6,5.4,9.0
Felipe Ferreira,6.7,6.8,8.6
Joao Costa,5.1,8.1,9.6
Mariana Ribeiro,9.7,7.8,8.2
Juliana Martins,5.5,7.2,5.9
Rafael Souza,8.8,6.6,7.4
Guilherme Pereira,9.5,9.4,7.2
Ricardo Moura,6.5,9.5,5.6
Rafael Oliveira,5.2,5.8,6.8
Felipe Carvalho,7.8,7.4,8.2
Pedro Oliveira,8.9,8.3,5.0
Carlos Santos,5.8,6.3,6.7
Pedro Costa,5.4,6.6,9.3
Aline Moura,9.6,8.9,9.2
Felipe Ribeiro,9.9,8.0,5.8
Ana Silva,6.0,9.8,10.0
Lucas Pereira,8.5,7.3,6.1
Aline Rodrigues,6.6,7.3,5.7
Aline Pereira,7.3,8.3,8.9
Rafael Oliveira,5.6,6.9,8.2
Carlos Souza,5.0,8.8,9.5
Rafael Oliveira,7.9,8.4,9.2
Lucas Ribeiro,6.7,8.2,5.7
Sofia Ferreira,6.8,9.3,9.0
Rafael Silva,5.8,9.7,5.4
Aline Ferreira,9.2,5.5,9.8
Lucas Lima,6.6,8.9,9.4
Aline Moura,7.3,9.0,8.6
Carlos Ribeiro,6.5,6.6,10.0
Guilherme Santos,6.1,7.2,7.4
Lucas Souza,6.5,6.2,9.4
Maria Lima,5.5,7.1,7.8
Joao Moura,5.7,5.9,6.1
Mariana Carvalho,8.5,5.7,6.7
Lucas Souza,5.9,8.6,9.5
Pedro Pereira,8.4,7.6,9.3
Sofia Costa,7.8,5.1,8.2
Ana Gomes,6.6,5.9,7.0
Ana Martins,7.8,7.2,5.7
Isabela Lima,9.0,9.8,9.2
Guilherme Moura,8.1,9.0,5.4
Ana Ferreira,5.3,9.5,5.1
Rafael Costa,5.4,7.0,9.9
Sofia Lima,8.6,9.1,5.8
Carlos Ribeiro,8.2,9.4,9.8
Juliana Silva,6.9,6.5,8.3
Maria Souza,5.8,6.6,6.1
Maria Ferreira,9.1,5.1,6.4
Guilherme Oliveira,7.9,7.7,7.3
Aline Oliveira,8.1,7.0,6.4
Pedro Rodrigues,7.5,5.6,9.0
Juliana Pereira,8.0,8.8,6.5
Isabela Souza,5.8,5.3,5.9
Ricardo Silva,9.4,8.0,8.3
Ana Almeida,7.6,8.8,5.5
Lucas Rodrigues,5.6,9.5,5.3
Ricardo Ferreira,9.8,7.3,8.1
Felipe Oliveira,5.2,9.6,5.1
Camila Souza,9.1,8.6,8.8
Aline Costa,9.5,9.3,8.2
Guilherme Santos,5.1,9.5,5.9
Aline Carvalho,7.0,6.8,5.0
Lucas Pereira,7.2,8.5,5.4
Juliana Carvalho,8.4,7.3,8.4
Mariana Silva,8.6,8.4,8.9
Joao Souza,7.9,5.3,7.9
Rafael Santos,8.4,9.5,9.5
Camila Silva,7.1,8.1,5.9
Joao Nascimento,7.0,9.1,9.1
Camila Pereira,8.8,8.9,10.0
Maria Gomes,10.0,8.1,5.8
Joao Gomes,9.8,8.1,5.2
Rafael Rodrigues,9.3,6.5,9.7
Sofia Nascimento,8.0,9.2,7.6
Sofia Lima,8.2,9.1,9.4
Ricardo Santos,7.0,7.5,7.6
Lucas Martins,9.5,6.5,9.8
Mariana Almeida,5.0,9.1,6.7
Mariana Gomes,7.9,5.4,7.8
Aline Oliveira,9.8,7.8,9.3
Felipe Martins,5.9,9.5,7.8
Camila Lima,5.4,5.6,6.8
Guilherme Nascimento,9.5,6.9,8.7
Juliana Moura,7.5,7.6,6.5
Guilherme Souza,9.6,7.7,5.5
Rafael Nascimento,5.6,7.1,5.8
Ricardo Nascimento,8.7,8.3,9.0
Maria Silva,6.0,9.5,5.8
Joao Costa,6.4,5.3,8.0
Pedro Rodrigues,5.8,5.1,6.6
Camila Costa,10.0,6.2,6.6
Rafael Lima,5.1,8.0,8.3
Joao Souza,7.9,6.3,9.2
Guilherme Santos,9.4,9.6,7.0
Aline Santos,9.6,5.8,8.0
Camila Silva,5.4,5.2,8.6
Mariana Santos,5.3,5.4,6.9
Joao Oliveira,6.0,7.3,7.2
Ricardo Costa,9.1,5.6,9.5
Mariana Santos,5.8,7.5,5.3
Maria Almeida,5.5,5.3,6.3
Aline Martins,7.5,6.5,9.5
Guilherme Gomes,6.7,8.5,5.8
Pedro Ferreira,7.6,7.7,7.4
Sofia Nascimento,5.3,9.3,7.9
Camila Lima,6.6,6.0,8.5
Aline Moura,8.0,5.9,7.7
Ana Moura,7.7,6.4,6.3
Camila Lima,9.3,9.3,6.1
Camila Moura,7.6,8.0,6.4
Lucas Pereira,6.5,9.3,5.2
Mariana Rodrigues,8.9,5.2,7.7
Juliana Ferreira,8.5,8.0,6.7
Ricardo Almeida,8.5,6.2,7.1
Camila Martins,8.4,5.4,7.6
Joao Ribeiro,6.8,7.7,5.7
Felipe Costa,5.9,5.4,9.0
Sofia Silva,6.6,5.6,8.7
Maria Silva,5.7,5.8,9.7
Guilherme Lima,7.7,8.3,7.3
Juliana Gomes,7.3,8.1,7.7
Camila Ferreira,9.7,8.0,6.0
Rafael Oliveira,9.1,6.5,10.0
Carlos Pereira,6.7,6.5,9.6
Pedro Souza,8.0,5.2,6.3
Rafael Almeida,6.0,5.5,6.2
Juliana Carvalho,6.7,5.0,7.6
Lucas Oliveira,7.3,9.4,6.2
Juliana Costa,8.8,8.7,7.1
Felipe Lima,6.2,9.1,9.8
Isabela Rodrigues,7.2,7.5,8.8
Isabela Costa,6.8,6.6,7.1
Ricardo Martins,5.1,7.1,5.1
Pedro Costa,8.6,9.1,9.6
Mariana Martins,5.8,8.5,6.9
Maria Ribeiro,8.3,7.8,8.7
Carlos Ferreira,5.9,5.5,9.7
Mariana Gomes,6.0,5.4,5.7
Juliana Pereira,6.0,7.8,8.7
Pedro Ribeiro,6.8,7.5,7.4
Aline Martins,7.4,8.1,5.7
Carlos Gomes,6.6,5.4,9.3
Joao Moura,9.7,9.8,7.9
Felipe Ferreira,9.7,6.2,8.0
Ana Nascimento,9.2,7.0,6.9
Juliana Souza,9.5,9.2,6.9
Rafael Martins,8.8,8.0,9.7
Aline Rodrigues,5.8,9.2,7.9
Felipe Silva,6.7,5.7,5.4
Sofia Carvalho,6.9,5.5,7.5
Mariana Nascimento,6.1,9.3,6.8
Joao Oliveira,7.0,5.8,6.3
Aline Ribeiro,7.0,7.8,8.5
Pedro Santos,8.4,5.2,8.8
Aline Gomes,5.2,9.5,7.2
Aline Gomes,8.8,8.5,7.4
Aline Nascimento,5.1,7.0,9.0
Camila Moura,5.5,9.1,7.3
Sofia Oliveira,9.1,8.8,7.1
Aline Costa,6.4,5.5,5.7
Aline Silva,7.9,7.1,6.1
Carlos Moura,9.4,5.4,7.3
Felipe Moura,7.4,5.6,5.6
Rafael Rodrigues,7.8,5.0,6.7
Sofia Costa,6.1,9.5,7.6
Isabela Ribeiro,6.5,9.5,8.8
Felipe Silva,6.8,9.5,7.7
Aline Pereira,6.2,7.9,7.0
Mariana Almeida,9.3,6.6,7.2
Ana Santos,8.4,6.8,8.0
Ana Moura,7.1,8.8,7.3
Isabela Gomes,8.0,7.5,6.3
Mariana Lima,9.9,5.1,9.1
Ana Lima,6.4,7.3,7.3
Juliana Souza,8.1,6.5,5.2
Rafael Nascimento,9.6,10.0,7.1
Aline Santos,7.6,8.6,5.9
Lucas Souza,6.5,7.2,6.1
Maria Moura,8.9,6.9,6.7
Mariana Almeida,5.5,5.2,9.1
Juliana Oliveira,8.0,5.9,8.6
Guilherme Martins,5.4,6.3,9.2
Pedro Nascimento,6.7,5.8,6.5
Ricardo Lima,8.0,8.3,5.3
Ana Gomes,9.5,6.9,7.6
Isabela Oliveira,7.9,9.2,9.4
Maria Pereira,7.0,7.9,5.5
Ana Gomes,6.4,8.5,9.1
Felipe Costa,8.8,5.8,8.2
Ana Souza,7.2,8.9,8.3
Ana Pereira,5.4,7.5,9.5
